"","dir","region","text","discRole","evBasis","antPres","antText","antEmbed","antMod","antNeg","antSubj","emb","embTense","embSubj","comText","comMod","comNeg","comSubj","subjPred","subjPredType","ovExp","ovExpExp","ovExpInt","target","fullText","Speaker","F0","Start","End","Duration"
"23","Popcast1",23,"yeah","ContentAgreement","OwnKnowledge","Present",NA,NA,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: literally like -- I went, I had 'em out, no one was there to pick me up, I got in -- I went to Junior's -- this was -- this was at, um -- what's the building that's right by BAM? Uh, one Hanson Place. 
JC2: Yeah, <<yeah>> yeah. 
JC1: Walked to Junior's, got a cheesecake, hailed a cab, went home, had a great night. And that was that! Like, that was good. 
JC2: This was not my experience. 
JC1: I'm so sorry. 
JC2: My experience was the Billie Eilish album. 

","JC2",93.56980208,237.05,237.27,220
"24","Popcast1",24,"yeah","ContentAgreement","OwnKnowledge","Present",NA,NA,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: literally like -- I went, I had 'em out, no one was there to pick me up, I got in -- I went to Junior's -- this was -- this was at, um -- what's the building that's right by BAM? Uh, one Hanson Place. 
JC2: Yeah, yeah, <<yeah>> 
JC1: Walked to Junior's, got a cheesecake, hailed a cab, went home, had a great night. And that was that! Like, that was good. 
JC2: This was not my experience. 
JC1: I'm so sorry. 
JC2: My experience was the Billie Eilish album. 
CG: {LG} 

","JC2",75.41906778,237.27,237.67,400
"25","Popcast1",25,"well","Well","OwnKnowledge","Present","the sonics of the billie eilish album",FALSE,"None",FALSE,FALSE,NA,NA,NA,"there is a dental drill on","None",FALSE,FALSE,NA,NA,NA,NA,NA,"well","JC1: went home, had a great night. And that was that! Like, that was good. 
JC2: This was not my experience. 
JC1: I'm so sorry. 
JC2: My experience was the Billie Eilish album. 
CG: {LG} 
JC2: {LG} 
JP: {LG} 
JC2: The sonics of the Billie Eilish album. 
CG: <<well>> there is a dental drill on- 
JC2: Specifically the dental drill. 
CG: Yeah, 'Bury A Friend'. 
JC1: Mall goth back. 
JC2: {LG} 
JC1: Uh, so, J P, 'When We All Fall Asleep, Where Do We Go?', the great traditional- 
JP: {LG} 
CG: {LG} 

","CG",230.0948512,251.347,251.424,77
"26","Popcast1",26,"yeah","Phatic","OwnKnowledge",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: not my experience. 
JC1: I'm so sorry. 
JC2: My experience was the Billie Eilish album. 
CG: {LG} 
JC2: {LG} 
JP: {LG} 
JC2: The sonics of the Billie Eilish album. 
CG: Well, there is a dental drill on- 
JC2: Specifically the dental drill. 
CG: <<yeah>> 'Bury A Friend'. 
JC1: Mall goth back. 
JC2: {LG} 
JC1: Uh, so, J P, 'When We All Fall Asleep, Where Do We Go?', the great traditional- 
JP: {LG} 
CG: {LG} 
JC1: The Grammy -- the Grammy for best traditional pop album, 

","CG",113.8066603,254.039,254.059,20
"27","Popcast1",27,"yeah","BehaviorAgreement","1stPerson","Present",NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: J P, 'When We All Fall Asleep, Where Do We Go?', the great traditional- 
JP: {LG} 
CG: {LG} 
JC1: The Grammy -- the Grammy for best traditional pop album, tell me about- 
JP: What do you have against verses and choruses? 
JC1: I don't have anything against it! 
CG: <<yeah>> 
JC1: Can't I just be descriptive? 
JP: {LG} 
CG: {LG} 
JC1: Not every description is a judgment. A good critic knows that. 
CG: Wow. 
JC1: J P- 
JP: I thought -- I thought a good critic knows the opposite. 

","CG",88.240265,267.009,267.029,20
"28","Popcast1",28,"wow","BehaviorSurprise","1stPerson","Present",NA,FALSE,"Belief",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,"good","PPT",NA,NA,NA,"wow","JC1: tell me about- 
JP: What do you have against verses and choruses? 
JC1: I don't have anything against it! 
CG: Yeah. 
JC1: Can't I just be descriptive? 
JP: {LG} 
CG: {LG} 
JC1: Not every description is a judgment. A good critic knows that. 
CG: <<wow>> 
JC1: J P- 
JP: I thought -- I thought a good critic knows the opposite. Oh! {NI} Anyway, I p- -- I put her on number one because everybody in the known universe is trying 

","CG",153.6443653,274.88,275.35,470
"29","Popcast1",29,"oh","BehaviorSurprise","1stPerson","Present","i thought a good critic knows the opposite",FALSE,"Belief",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: Can't I just be descriptive? 
JP: {LG} 
CG: {LG} 
JC1: Not every description is a judgment. A good critic knows that. 
CG: Wow. 
JC1: J P- 
JP: I thought -- I thought a good critic knows the opposite. <<oh>> {NI} Anyway, I p- -- I put her on number one because everybody in the known universe is trying to imitate her, particularly at major labels, they're all looking for the next Billie Eilish. 
JC2: In sound, in business, in- -- r- -- in everything, really. 
JP: In everything. 
CG: Physical aesthetic. 
JC1: They were looking 

","JP",188.938008,277.51,279.29,1780
"30","Popcast1",30,"yes","ContentAgreement","1stPerson","Present","you don't look for the next but that's another story",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: the next Taylor and it never happened, just F Y I. 
JP: And they were looking for the next Adele too. {LG} You don't look for the next, but that's another story. 
JC1: <<yes>> 

","JC1",78.71450342,300.799,301.129,330
"31","Popcast2",1,"oh",NA,"1stPerson","Present","she's exploring {ps} all kinds of {ps} dark and twisted fantasies in a beautiful way",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"PPT",NA,NA,NA,"oh","JP: whisper. She's exploring power, she's exploring fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: <<oh>> 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds 

","JC1",162.8343458,20,20.57,570
"32","Popcast2",2,"oh",NA,"Other","Present",NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JP: She's exploring power, she's exploring fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: <<oh>> 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds 

","JP",201.926656,20.63,20.779,149
"33","Popcast2",3,"mhm","ContentAgreement","1stPerson","Present","really tying the decade together there",FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"mhm","JP: fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: <<mhm>> yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds much more important than {LG} 

","JP",115.8094966,22.9,23.02,120
"34","Popcast2",4,"yeah","ContentAgreement","1stPerson","Present","really tying the decade together there",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: fear. 
JC1: {LG} 
JP: She's exploring {PS} all kinds of {PS} dark and twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] <<yeah>> 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: Yeah. 
- JP: which is to make, little creepy sounds much more important than {LG} 

","JP",NA,23.03,23.05,20
"35","Popcast2",5,"yeah",NA,"1stPerson",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: twisted fantasies in a beautiful way. 
JC1: Oh. 
JP: Oh. 
JC1: Really tying the decade together there. 
JP: [[Mhm]] yeah. 
JC1: Stitchin' it up. 
JP: But also -- and -- I just like the crazy things they do in sound- 
JC1: <<yeah>> 
- JP: which is to make, little creepy sounds much more important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out 

","JC1",135.7433752,27.46,27.48,20
"36","Popcast2",6,"yeah","ContentAgreement","1stPerson","Present","the whole sort of alice in wonderland insideout sound of it is really fascinating to me",FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"PPT",NA,NA,NA,"yeah","- JP: much more important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out sound of it, is really fascinating to me. 
JC1: <<yeah>> I would agree, like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 

","JC1",163.8326669,41.1,41.38,280
"37","Popcast2",7,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"agree","- JP: important than {LG} -- than the bass and drums. The whole sort of Alice in Wonderland inside-out sound of it, is really fascinating to me. 
JC1: Yeah, I would <<agree>> like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: Well, people are already stealing 

","JC1",131.4760163,41.95,42.52,570
"38","Popcast2",8,"well","Well","Other",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"well","JC1: would agree, like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: <<well>> people are already stealing [[from her]]. 
JC1: Yeah, but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's 

","JP",259.3974511,51.62,51.69,70
"39","Popcast2",9,"yeah","ContentAgreement","OwnKnowledge","Present",NA,NA,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: like to me the- composition and the texture of this record feels very signature and it feels like a- {BR} thing people that people will refer to for the next five years. 
JP: Well, people are already stealing [[from her]]. 
JC1: <<yeah>> but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's interesting to see Billie who 

","JC1",106.9575153,52.629,52.969,340
"40","Popcast2",10,"interesting","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"interesting","JP: people are already stealing [[from her]]. 
JC1: Yeah, but- also we know this is also in least in part borrowed from a lot of things that have been happening on SoundCloud for the past five years. {BR} so it's <<interesting>> to see Billie who is- has become effectively a centrist pop-star but using to my year many reference points that come very explicitly 

","JC1",NA,61.71,62.1,390
"41","Popcast2",11,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","NA: That was “one thousand Gecs”, my number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me <<right>> now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs 

",NA,125.6844964,167.18,167.4,220
"42","Popcast2",12,"no","Answer","1stPerson","Present",NA,FALSE,"None",NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","NA: my number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: <<no>> I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the 

","CG",373.1201697,170.47,170.49,20
"43","Popcast2",13,"fine","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","NA: number one album of the year. In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m <<fine>> with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, 

","CG",136.6701441,170.66,170.9,240
